"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Developmental Growth (GO:0048639)","2/50",0.57873039937374,0.69248405273343,0,0,1.04069010416667,0.569172713745321,"GHR;BDNF"
"Positive Regulation Of Transport (GO:0051050)","2/50",0.57873039937374,0.69248405273343,0,0,1.04069010416667,0.569172713745321,"GPC3;SNCA"
"Intrinsic Apoptotic Signaling Pathway (GO:0097193)","4/105",0.579269909396313,0.692852244572061,0,0,0.98901326163948,0.539988131751116,"PPP1R15A;BCL2A1;ZNF385B;PPM1F"
"Organonitrogen Compound Catabolic Process (GO:1901565)","3/78",0.582322312147415,0.695946177932276,0,0,0.998956975228162,0.54016718758187,"BCHE;DENND3;TRHDE"
"Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)","3/78",0.582322312147415,0.695946177932276,0,0,0.998956975228162,0.54016718758187,"IL33;IL6;TLR4"
"Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)","2/51",0.589568914715778,0.702771115697015,0,0,1.01939838435374,0.538613063560687,"GPR65;ARRB1"
"Regulated Exocytosis (GO:0045055)","2/51",0.589568914715778,0.702771115697015,0,0,1.01939838435374,0.538613063560687,"RAB11FIP1;SNCA"
"Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)","3/79",0.591010519608702,0.702771115697015,0,0,0.985761339463391,0.518433044890974,"CDKN2B;LATS2;RGCC"
"Response To Insulin (GO:0032868)","3/79",0.591010519608702,0.702771115697015,0,0,0.985761339463391,0.518433044890974,"PLA2G1B;PPARG;SORBS1"
"Vesicle Fusion (GO:0006906)","3/79",0.591010519608702,0.702771115697015,0,0,0.985761339463391,0.518433044890974,"CAV2;STXBP6;SNCA"
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)","5/134",0.591466776670896,0.702771115697015,0,0,0.967776257789938,0.508227474417404,"BTNL9;FYB2;NFKBIZ;MNDA;TRGC2"
"Positive Regulation Of T Cell Activation (GO:0050870)","4/107",0.59424784513368,0.702771115697015,0,0,0.969707723896677,0.504692917305314,"IL6;IL1B;CCL2;SIRPB1"
"Regulation Of Cholesterol Transport (GO:0032374)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"ABCA8"
"Regulation Of Lipid Catabolic Process (GO:0050994)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"IL1B"
"Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"TLR4"
"Regulation Of Myotube Differentiation (GO:0010830)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"BDNF"
"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"ZFP36"
"Cellular Lipid Catabolic Process (GO:0044242)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"ACADL"
"Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"TNFAIP3"
"Cholesterol Efflux (GO:0033344)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"ABCA8"
"Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"TNFAIP3"
"Diacylglycerol Metabolic Process (GO:0046339)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"PLCE1"
"Zinc Ion Transport (GO:0006829)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"SLC39A8"
"Microtubule Nucleation (GO:0007020)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"TPPP"
"Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"GPRC5A"
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"TNFAIP3"
"Negative Regulation Of Lymphocyte Activation (GO:0051250)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"TNFAIP3"
"Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"LRRK2"
"Negative Regulation Of Protein Depolymerization (GO:1901880)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"PLEKHH2"
"Positive Regulation Of Lamellipodium Assembly (GO:0010592)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"PLCE1"
"Positive Regulation Of Neutrophil Migration (GO:1902624)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"DAPK2"
"Potassium Ion Homeostasis (GO:0055075)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"ATP1A2"
"Regulation Of T Cell Migration (GO:2000404)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"CXCL12"
"Regulation Of Cell Junction Assembly (GO:1901888)","1/23",0.59485142947924,0.702771115697015,0,0,1.13535878945502,0.589754860258797,"PRKCH"
"Regulation Of Protein Localization To Nucleus (GO:1900180)","2/52",0.600198591809819,0.708528274454799,0,0,0.998958333333333,0.509962926875835,"LATS2;FERMT2"
"Regulation Of Proteolysis (GO:0030162)","2/52",0.600198591809819,0.708528274454799,0,0,0.998958333333333,0.509962926875835,"CAV1;FGFR4"
"Positive Regulation Of Growth (GO:0045927)","3/81",0.608033157667793,0.71294588401873,0,0,0.960385116838833,0.477816433938104,"HYAL1;WFS1;PPM1F"
"Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"CLC"
"ERK1 And ERK2 Cascade (GO:0070371)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"PTGER4"
"Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"LRRK2"
"Regulation Of Execution Phase Of Apoptosis (GO:1900117)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"PTGIS"
"Cell Morphogenesis Involved In Differentiation (GO:0000904)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"ARL13B"
"Regulation Of Ruffle Assembly (GO:1900027)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"CAV1"
"Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"NOS1"
"Regulation Of Supramolecular Fiber Organization (GO:1902903)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"CSF3"
"Regulation Of Viral Life Cycle (GO:1903900)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"LAMP3"
"Secondary Alcohol Biosynthetic Process (GO:1902653)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"CES1"
"Early Endosome To Late Endosome Transport (GO:0045022)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"EMP2"
"Iron Ion Transport (GO:0006826)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"SCARA5"
"Lipid Translocation (GO:0034204)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"ABCB1"
"Mononuclear Cell Differentiation (GO:1903131)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"PPARG"
"Natural Killer Cell Mediated Cytotoxicity (GO:0042267)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"NKG7"
"Positive Regulation Of Interleukin-17 Production (GO:0032740)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"IL6"
"Protein K48-linked Deubiquitination (GO:0071108)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"TNFAIP3"
"Regulation Of AMPA Receptor Activity (GO:2000311)","1/24",0.610467559830943,0.71294588401873,0,0,1.0859388251258,0.535943522904829,"SHANK3"
"Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"CDKN1C;CDKN2B"
"Regulation Of Proteasomal Protein Catabolic Process (GO:0061136)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"LAMP3;ECSCR"
"Carboxylic Acid Transport (GO:0046942)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"PDPN;SLC16A6"
"Endosome Organization (GO:0007032)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"ANXA8L1;ANXA8"
"Spermatid Development (GO:0007286)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"RFX2;JAM2"
"Gonad Development (GO:0008406)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"WNT2B;GATA6"
"mRNA Stabilization (GO:0048255)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"ZFP36;TENT5B"
"Negative Regulation Of Viral Genome Replication (GO:0045071)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"SLPI;APOBEC3A"
"Protein Homotetramerization (GO:0051289)","2/53",0.610619425589813,0.71294588401873,0,0,0.979319852941177,0.483080253662245,"AQP4;ACACB"
"Potassium Ion Transmembrane Transport (GO:0071805)","5/137",0.611137214975228,0.7129934174711,0,0,0.945632798573975,0.465661524601088,"KCNT2;KCNJ8;KCNJ15;ATP1A2;KCNK3"
"Protein Localization To Organelle (GO:0033365)","5/137",0.611137214975228,0.7129934174711,0,0,0.945632798573975,0.465661524601088,"PPP1R15A;LRRK2;MSX1;ZNF423;SGCG"
"Peptidyl-Serine Modification (GO:0018209)","6/166",0.619848174212277,0.720727554391697,0,0,0.936027486910995,0.447683892174229,"PRKCH;LATS2;PRKCE;LRRK2;NDNF;TGFBR2"
"Regulation Of Myoblast Differentiation (GO:0045661)","2/54",0.620831720647049,0.720727554391697,0,0,0.960436698717949,0.457835578604032,"SOSTDC1;TBX3"
"Epidermal Cell Differentiation (GO:0009913)","2/54",0.620831720647049,0.720727554391697,0,0,0.960436698717949,0.457835578604032,"SCEL;GATA6"
"Organelle Disassembly (GO:1903008)","2/54",0.620831720647049,0.720727554391697,0,0,0.960436698717949,0.457835578604032,"NEDD9;RETREG1"
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)","3/83",0.624577083427762,0.720727554391697,0,0,0.936277705345502,0.440687681713774,"PLCE1;SCN7A;FGF2"
"Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)","3/83",0.624577083427762,0.720727554391697,0,0,0.936277705345502,0.440687681713774,"RNF144B;LRRK2;CBFA2T3"
"Regulation Of Glycogen Biosynthetic Process (GO:0005979)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"SORBS1"
"Regulation Of Hippo Signaling (GO:0035330)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"WWC2"
"Regulation Of Lysosomal Lumen pH (GO:0035751)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"LRRK2"
"Carbohydrate Biosynthetic Process (GO:0016051)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"ST6GALNAC5"
"Chemical Synaptic Transmission, Postsynaptic (GO:0099565)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"LRRK2"
"Cholesterol Biosynthetic Process (GO:0006695)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"CES1"
"Response To Zinc Ion (GO:0010043)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"MT1M"
"Secretory Granule Organization (GO:0033363)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"SRGN"
"fatty-acyl-CoA Biosynthetic Process (GO:0046949)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"HACD1"
"Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"EMP2"
"Wound Healing, Spreading Of Cells (GO:0044319)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"PDPN"
"Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"ALOX5"
"Negative Regulation Of Intracellular Protein Transport (GO:0090317)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"LRRK2"
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"CXCL12"
"Negative Regulation Of Protein Localization To Membrane (GO:1905476)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"PID1"
"Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"LAMP3"
"Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"STON1"
"Negative Regulation Of Transposition (GO:0010529)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"APOBEC3A"
"Organophosphate Ester Transport (GO:0015748)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"LDLR"
"Positive Regulation Of T Cell Migration (GO:2000406)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"CXCL12"
"Positive Regulation Of Peptidase Activity (GO:0010952)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"VSIR"
"Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"EDN1"
"Purine Ribonucleotide Catabolic Process (GO:0009154)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"PDE2A"
"Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"TEK"
"Regulation Of Biomineral Tissue Development (GO:0070167)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"S1PR1"
"Regulation Of Cell Size (GO:0008361)","1/25",0.625482527966565,0.720727554391697,0,0,1.04063719115735,0.488300148073565,"EDN1"
"Calcium Ion Transport (GO:0006816)","4/112",0.630270962172004,0.725497885747114,0,0,0.924572091673919,0.426787519556644,"RAMP2;CALCRL;RAMP3;CAV1"
"Ceramide Metabolic Process (GO:0006672)","2/55",0.630836067265557,0.725497885747114,0,0,0.942266116352201,0.43411071435698,"PLPP3;ST6GALNAC3"
"Response To Peptide Hormone (GO:0043434)","2/55",0.630836067265557,0.725497885747114,0,0,0.942266116352201,0.43411071435698,"TGFBR3;CAV1"
"Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)","2/55",0.630836067265557,0.725497885747114,0,0,0.942266116352201,0.43411071435698,"GHR;IL6"
"Purine Ribonucleotide Biosynthetic Process (GO:0009152)","2/55",0.630836067265557,0.725497885747114,0,0,0.942266116352201,0.43411071435698,"NPR1;PAPSS2"
"Purine Ribonucleotide Metabolic Process (GO:0009150)","3/84",0.632667478869484,0.727324267054187,0,0,0.924670433145009,0.423323652749223,"LRRK2;ATP1A2;GIMAP7"
"Endomembrane System Organization (GO:0010256)","7/196",0.633249011071787,0.72771291583759,0,0,0.924275520605796,0.42229367687506,"SRGN;ANXA8L1;CAV2;LRRK2;ANXA8;SPTBN1;SYNE1"
"L-amino Acid Transport (GO:0015807)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"SLC1A1"
"Regulation Of Fatty Acid Biosynthetic Process (GO:0042304)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"PDK4"
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"PRICKLE2"
"Acute Inflammatory Response (GO:0002526)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"IL6"
"cAMP-mediated Signaling (GO:0019933)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"PDE2A"
"Cardiac Muscle Cell Development (GO:0055013)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"MYH11"
"Dendritic Spine Organization (GO:0097061)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"SHANK3"
"Telomere Maintenance Via Telomere Lengthening (GO:0010833)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"STON1"
"miRNA-mediated Gene Silencing (GO:0035195)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"ZFP36"
"Negative Regulation Of Lipid Metabolic Process (GO:0045833)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"IL1B"
"Organelle Fusion (GO:0048284)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"BCL2A1"
"Organelle Membrane Fusion (GO:0090174)","1/26",0.639919447306736,0.73200123536159,0,0,0.998959687906372,0.445948565317386,"CAV2"
"Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)","3/86",0.64848229319225,0.741512461496418,0,0,0.902294968662132,0.390802520023503,"CDKN2B;RGCC;HECW2"
"Endosome To Lysosome Transport (GO:0008333)","2/57",0.650224572181659,0.742198946284918,0,0,0.907907196969697,0.390797286026699,"CCL14;DENND3"
"Membrane Lipid Biosynthetic Process (GO:0046467)","2/57",0.650224572181659,0.742198946284918,0,0,0.907907196969697,0.390797286026699,"HACD1;PLPP3"
"Regulation Of Chromatin Organization (GO:1902275)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"TAL1"
"T Cell Activation Involved In Immune Response (GO:0002286)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"ITGAL"
"Regulation Of Immunoglobulin Production (GO:0002637)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"IL6"
"Regulation Of Peptidase Activity (GO:0052547)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"CAV1"
"Cellular Response To Acid Chemical (GO:0071229)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"KLF2"
"Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"ZFP36"
"Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"DNAJB4"
"Clathrin-Dependent Endocytosis (GO:0072583)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"STON1"
"Cortical Cytoskeleton Organization (GO:0030865)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"EPB41L3"
"Dorsal/Ventral Pattern Formation (GO:0009953)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"ACVRL1"
"Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"UACA"
"Peptide Cross-Linking (GO:0018149)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"NDNF"
"Peptidyl-Proline Modification (GO:0018208)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"P3H2"
"Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"GPR65"
"Positive Regulation Of Mitotic Cell Cycle (GO:0045931)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"TAL1"
"Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"TCF21"
"Regulation Of Catecholamine Secretion (GO:0050433)","1/27",0.65380054385018,0.742198946284918,0,0,0.960488146443933,0.408162274021058,"SNCA"
"Regulation Of Insulin Secretion (GO:0050796)","3/87",0.656205976736904,0.744646797443663,0,0,0.891506798286459,0.375574474662155,"IL6;IL1B;ALOX5"
"Neuron Differentiation (GO:0030182)","6/173",0.659421537393973,0.747659352274563,0,0,0.896463617268082,0.373280535600331,"PTPRD;NTRK2;RTN1;WNT2B;FZD4;ANOS1"
"mRNA Transport (GO:0051028)","2/58",0.659611144847114,0.747659352274563,0,0,0.89164806547619,0.371019032882108,"ZFP36;NXF3"
"Peptidyl-Threonine Phosphorylation (GO:0018107)","2/58",0.659611144847114,0.747659352274563,0,0,0.89164806547619,0.371019032882108,"LRRK2;TGFBR2"
"Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)","3/88",0.66380689643939,0.752129952030833,0,0,0.880972467213743,0.360990793613025,"DOCK11;GPM6A;PLCE1"
"Regulation Of Chemotaxis (GO:0050920)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"PPM1F"
"Golgi To Plasma Membrane Protein Transport (GO:0043001)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"SPTBN1"
"Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"NTNG1"
"Regulation Of Protein Transport (GO:0051223)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"PPM1F"
"Sterol Biosynthetic Process (GO:0016126)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"CES1"
"Limb Development (GO:0060173)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"RSPO2"
"Membrane Fusion (GO:0061025)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"STX11"
"Mucosal Immune Response (GO:0002385)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"PLA2G1B"
"Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"FHL1"
"Negative Regulation Of Cation Channel Activity (GO:2001258)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"KCNAB1"
"Primary Neural Tube Formation (GO:0014020)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"COBL"
"Pyroptosis (GO:0070269)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"NLRC4"
"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)","1/28",0.667147190090011,0.75220782767976,0,0,0.924866348793527,0.374334644316167,"MSX1"
"Chordate Embryonic Development (GO:0043009)","2/59",0.668794559210234,0.753496772513904,0,0,0.875959429824561,0.352379516196351,"BMP2;FOXF1"
"Mitotic Cytokinesis (GO:0000281)","2/59",0.668794559210234,0.753496772513904,0,0,0.875959429824561,0.352379516196351,"MYH10;SPTBN1"
"Positive Regulation Of Cell Cycle Process (GO:0090068)","4/118",0.670698211916565,0.755356803096689,0,0,0.875635564106088,0.349760368826864,"EDN1;RGCC;PRKCE;IL1B"
"Cellular Response To Chemical Stress (GO:0062197)","3/89",0.671284989086723,0.75544835556484,0,0,0.870683120584579,0.347020778617537,"LRRK2;CAV1;SNCA"
"Regulation Of Vesicle-Mediated Transport (GO:0060627)","3/89",0.671284989086723,0.75544835556484,0,0,0.870683120584579,0.347020778617537,"LRRK2;LGI3;STON1"
"Dephosphorylation (GO:0016311)","5/147",0.672550347263042,0.756302854766453,0,0,0.878578661511553,0.34851309380932,"PTPRD;PTPRB;PTPRM;PLPP3;PPM1F"
"Negative Regulation Of Protein Metabolic Process (GO:0051248)","5/147",0.672550347263042,0.756302854766453,0,0,0.878578661511553,0.34851309380932,"BTG2;EDN1;EDNRB;CRYAB;LDLR"
"Cellular Component Assembly (GO:0022607)","9/260",0.674222003278228,0.757897543361649,0,0,0.894246928187382,0.352508419547951,"PTPRD;RTN1;FAM107A;NEDD9;LIN7A;HOATZ;GPM6B;SPTBN1;WASF3"
"Defense Response To Symbiont (GO:0140546)","5/148",0.678324904753457,0.761220986332417,0,0,0.872389048859637,0.338599397784446,"FCN3;IL6;PRF1;TLR8;APOBEC3A"
"Regulation Of Establishment Of Planar Polarity (GO:0090175)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"PRICKLE2"
"Alpha-Amino Acid Catabolic Process (GO:1901606)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"HMGCLL1"
"Response To Interferon-Beta (GO:0035456)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"MNDA"
"Tube Closure (GO:0060606)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"COBL"
"Heterotypic Cell-Cell Adhesion (GO:0034113)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"JAM3"
"mRNA Splice Site Recognition (GO:0006376)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"CELF2"
"Modified Amino Acid Transport (GO:0072337)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"PDPN"
"Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"SLIT2"
"Positive Regulation Of Endopeptidase Activity (GO:0010950)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"VSIR"
"Positive Regulation Of Viral Genome Replication (GO:0045070)","1/29",0.679979937607077,0.761220986332417,0,0,0.891788965261007,0.343955856004137,"ADARB1"
"Fatty Acid Catabolic Process (GO:0009062)","2/61",0.686558915180154,0.768298239413508,0,0,0.84617761299435,0.318216292913748,"ACADL;ADTRP"
"Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)","1/30",0.692318548776796,0.771278472714813,0,0,0.860992780592798,0.316594879323305,"SCN4B"
