"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"219306_at",1.040383,4.97411466666667,6.58009040019376,1.29166668798628e-09,1.94497042593362e-08,11.415670595711
"222549_at",1.34982016666667,8.70094058333333,6.57687848373694,1.31233222863947e-09,1.9733708636101e-08,11.4001575983175
"219970_at",-1.13125516666667,6.17657475,-6.5765975934847,1.31415492038256e-09,1.97556833301943e-08,11.3988011148906
"1552309_a_at",-1.34116616666667,8.33496891666667,-6.5756775399654,1.3201426404734e-09,1.98293403483195e-08,11.3943581543545
"222853_at",-1.4684605,10.2373360833333,-6.5747221299458,1.32638895404306e-09,1.99012941993152e-08,11.3897447627505
"213094_at",-1.25367033333333,8.4296,-6.55586218792687,1.45583683225933e-09,2.17247908491196e-08,11.2987397346152
"243802_at",-1.173657,5.65086916666667,-6.55538399336585,1.45927605138046e-09,2.17637528939517e-08,11.2964338868073
"207442_at",-1.40935283333333,7.71244441666667,-6.54484286527078,1.53715789557564e-09,2.28691450178499e-08,11.24562472404
"226933_s_at",-1.06897766666667,6.379946,-6.54207438129686,1.5582835008083e-09,2.31645324651152e-08,11.2322867478327
"214467_at",-1.0164975,8.38359708333333,-6.53590143060432,1.60642456159757e-09,2.38218776526572e-08,11.2025563107703
"202995_s_at",-1.39275883333333,10.2775919166667,-6.52605959880736,1.68622930965691e-09,2.48704039669521e-08,11.1551829669574
"206710_s_at",-1.36095033333333,8.15133016666667,-6.52588198076078,1.68770491647916e-09,2.48854547757546e-08,11.1543283171801
"1556209_at",-1.10302483333333,6.42476791666667,-6.52113878924246,1.72758483014326e-09,2.54391867999146e-08,11.1315094281424
"244119_at",-1.115351,4.33399783333333,-6.51160866692762,1.81054337269785e-09,2.65535029244246e-08,11.0856849240404
"205898_at",-1.435506,8.31721083333333,-6.50594719037457,1.86167359562831e-09,2.72012303156008e-08,11.0584773781836
"219890_at",1.10740966666667,6.93414066666667,6.50523795467394,1.86817843529064e-09,2.72889810177708e-08,11.0550697709481
"225763_at",-1.014293,8.279962,-6.50340644067354,1.88508025937441e-09,2.75138182544836e-08,11.0462708589003
"213790_at",1.27435433333333,5.57775033333333,6.50322493996571,1.88676339984867e-09,2.75163480626103e-08,11.0453989618933
"222520_s_at",-1.218744,6.50399333333333,-6.49447495966487,1.96968847497845e-09,2.86264533145792e-08,11.0033793207986
"222257_s_at",1.101916,6.45090683333333,6.49396377998764,1.97464262313574e-09,2.86908279085694e-08,11.0009253363145
"1558034_s_at",2.07511866666667,7.10878716666667,6.49358041234497,1.97836613093606e-09,2.87372922978026e-08,10.9990849903731
"1554997_a_at",-1.86559683333333,7.31229558333333,-6.49250774051157,1.98882142920717e-09,2.88738214662513e-08,10.9939359329044
"241929_at",-1.09802016666667,5.44728658333333,-6.48950703103786,2.01835956743878e-09,2.92560470174218e-08,10.9795340257903
"209792_s_at",-1.24011766666667,8.094952,-6.48808712023758,2.0324871645729e-09,2.9429617511394e-08,10.9727202673262
"226930_at",1.48816,6.3872825,6.4740658433586,2.17733632520809e-09,3.1402232545701e-08,10.9054742152409
"219148_at",1.35481933333333,5.38687266666667,6.46502325260845,2.27610353282421e-09,3.27317097993592e-08,10.8621428135743
"203574_at",-1.221269,9.69733566666667,-6.46434469925728,2.28369071323095e-09,3.28321824206948e-08,10.8588924070981
"242881_x_at",1.4829645,5.13934341666667,6.46417532102237,2.28558848624363e-09,3.28508282033045e-08,10.858081076908
"205347_s_at",-1.64282466666667,7.328543,-6.45711435456895,2.36610095871353e-09,3.39188699312172e-08,10.8242677622759
"204811_s_at",-1.39261183333333,9.55083591666667,-6.44808207004852,2.47317883330166e-09,3.53372161947426e-08,10.7810401282591
"221669_s_at",1.06345116666667,8.00412025,6.4473687379407,2.48183614988927e-09,3.54478556675015e-08,10.77762742938
"202357_s_at",1.22635883333333,8.95921041666667,6.43808395288046,2.59728325478426e-09,3.69615986349114e-08,10.7332240617262
"219140_s_at",-1.3056905,7.65586491666667,-6.42829184606643,2.72477569920999e-09,3.86551923597058e-08,10.6864279273587
"243041_s_at",-1.0847345,6.80254708333333,-6.42670363930429,2.74602754579858e-09,3.89364771956788e-08,10.6788411857719
"205159_at",-1.16553916666667,9.08080341666667,-6.42418280307075,2.78009490759732e-09,3.93888802987518e-08,10.6668012061174
"225237_s_at",1.07212216666667,6.47345208333333,6.41743121599467,2.87340375476414e-09,4.05637361971932e-08,10.6345656409249
"211470_s_at",1.40231933333333,7.870214,6.41689566511154,2.88093601115436e-09,4.06595705755974e-08,10.6320093471231
"221276_s_at",-1.02972816666667,6.79781308333333,-6.40542861447524,3.04696604260163e-09,4.28479599740854e-08,10.5772996087991
"211776_s_at",-1.1345605,7.24904925,-6.40249048328799,3.09100302225852e-09,4.33779749081069e-08,10.5632893225711
"214920_at",-1.03481283333333,6.94200925,-6.40089000529535,3.11525445659145e-09,4.36510859595432e-08,10.5556588633239
"225792_at",1.02139766666667,8.07929616666667,6.40034150675654,3.12360871973092e-09,4.37345215752338e-08,10.553044048258
"223315_at",-1.178951,9.132342,-6.38410637779608,3.38114057724222e-09,4.70271841925003e-08,10.4756970269587
"1552766_at",1.268499,4.55466766666667,6.3827174913162,3.40411973382044e-09,4.72866479793274e-08,10.4690845788537
"202638_s_at",-1.24993966666667,10.2173773333333,-6.38207043913784,3.41487771492015e-09,4.74119956991516e-08,10.466004222361
"219869_s_at",-1.58046966666667,9.39540733333333,-6.37908206328059,3.46499918565136e-09,4.80407093872e-08,10.4517797418533
"230323_s_at",1.19652016666667,7.26524175,6.37509126978331,3.53306547412631e-09,4.88915096932057e-08,10.4327888998457
"242517_at",1.26701166666667,5.489066,6.3700555009637,3.62083766570869e-09,4.99292053903209e-08,10.408833678977
"211355_x_at",-1.338547,7.26207816666667,-6.36868733956448,3.64505330759188e-09,5.02504512336324e-08,10.4023269194924
"226103_at",-1.393256,8.16518166666667,-6.36345745647293,3.739098993362e-09,5.14043845768336e-08,10.3774607426566
"232458_at",1.591753,7.083468,6.36270292487906,3.75286316130205e-09,5.15806418663121e-08,10.37387404933
"207294_at",-1.243883,4.7639515,-6.36095308366188,3.78497622068724e-09,5.1969757625835e-08,10.3655569196221
"220030_at",1.10842466666667,4.91957816666667,6.35967447087673,3.80861236977879e-09,5.22549263030503e-08,10.3594802856064
"219747_at",-1.21721016666667,10.0880409166667,-6.35288566969543,3.93656589629532e-09,5.38348525212472e-08,10.3272264294902
"237281_at",-1.18474783333333,4.73695041666667,-6.34810259600739,4.02925010781148e-09,5.49648826458564e-08,10.3045120464521
"223784_at",1.378427,5.4801615,6.34775016243403,4.03616383391374e-09,5.50454621150496e-08,10.3028387048453
"204734_at",1.16147416666667,6.77480975,6.34089207227852,4.17305040023056e-09,5.67491452349966e-08,10.2702858682951
"204268_at",1.69501733333333,8.07063666666667,6.34086793092412,4.17354024672925e-09,5.67491452349966e-08,10.2701713088218
"223551_at",1.343561,6.96112216666667,6.34003865757644,4.19040127604129e-09,5.69500844562659e-08,10.2662362370993
"223218_s_at",-1.23576233333333,10.7014241666667,-6.33834775806364,4.22498934857885e-09,5.73488809914471e-08,10.2582133605271
"235209_at",-1.0436645,7.03454975,-6.33687599740188,4.25532369694753e-09,5.77319660373713e-08,10.2512311012471
"208850_s_at",1.103603,8.10397666666667,6.32984647601431,4.40319432034394e-09,5.95607742367157e-08,10.2178930310799
"207039_at",1.38993466666667,5.84542433333333,6.32469169754761,4.51483450639823e-09,6.09352201030173e-08,10.1934577231486
"227705_at",-1.1838325,6.77305691666667,-6.31787221496818,4.66682259711491e-09,6.27850702503095e-08,10.1611463510307
"214370_at",-1.10090233333333,6.368666,-6.31704539366801,4.6855894491293e-09,6.30065428261545e-08,10.1572299672502
"230233_at",-1.038004,8.93842316666667,-6.31331357532855,4.77122190910304e-09,6.40477677093565e-08,10.1395567249561
"226980_at",1.038796,4.27427433333333,6.30402925214184,4.99101100057509e-09,6.6752330346488e-08,10.0956103257278
"229012_at",-1.680454,7.74865733333333,-6.29579076037915,5.19437348688353e-09,6.92574971990317e-08,10.0566412502891
"220005_at",-1.054688,7.3212785,-6.2942809343469,5.23251772295658e-09,6.9709528874915e-08,10.0495023452169
"228293_at",1.05004366666667,4.9227645,6.28818289830929,5.38940582484947e-09,7.16599619342521e-08,10.020677728162
"228273_at",1.0716855,7.54142158333333,6.28753920105719,5.40623454517618e-09,7.18313180455669e-08,10.0176358706216
"207496_at",-1.19908366666667,6.39479016666667,-6.27416724553553,5.76776958901975e-09,7.6282729143603e-08,9.95448059302667
"203811_s_at",-1.3046745,6.95824358333333,-6.27279532456435,5.80618205736017e-09,7.67225233069357e-08,9.9480048714856
"220057_at",1.63297216666667,7.18599375,6.26558039347024,6.01237715758991e-09,7.91921756423099e-08,9.91396076438458
"212325_at",-1.3545825,8.85722391666667,-6.26507328031172,6.0271381538392e-09,7.93674803856355e-08,9.91156865963351
"220001_at",-1.047698,5.55318516666667,-6.25651738503878,6.28163049823337e-09,8.24209617208806e-08,9.87122431597061
"233496_s_at",-1.27963016666667,6.86851791666667,-6.25252493890254,6.40397703274084e-09,8.38251003746961e-08,9.85240789870517
"236982_at",-1.41839866666667,6.88297916666667,-6.2508707535991,6.45535347868098e-09,8.43562264452397e-08,9.84461349045905
"228224_at",-1.02551166666667,9.33764016666667,-6.24423405721878,6.66559087911131e-09,8.68130493843285e-08,9.81335229881636
"229973_at",-1.21381,4.695316,-6.23877997331561,6.84340012941913e-09,8.88959140118771e-08,9.7876741955646
"219962_at",1.26980116666667,5.38060008333333,6.23253682712545,7.05267057799303e-09,9.12890065936953e-08,9.75829508822678
"229976_at",-1.0295505,6.17047958333333,-6.22697087230167,7.24454566187985e-09,9.36617484188415e-08,9.73211529059983
"208131_s_at",-1.1475925,9.50226591666667,-6.22393458869363,7.3513722995986e-09,9.49082126282299e-08,9.71783895414847
"210067_at",-2.32089516666667,6.66872358333333,-6.21801055141483,7.56428333633438e-09,9.73122803327253e-08,9.68999483904684
"211356_x_at",-1.39398333333333,7.21556633333333,-6.21300064516782,7.74906880683522e-09,9.95021928167487e-08,9.66645783982834
"206191_at",1.04991733333333,7.97877683333333,6.21150247001328,7.80518555681789e-09,1.00175708995075e-07,9.65942115118656
"209631_s_at",1.23465316666667,4.86081325,6.21103637537829,7.82272538390125e-09,1.00353709611638e-07,9.65723215562463
"202270_at",-1.0037045,10.2219800833333,-6.20705288095007,7.97422154779464e-09,1.02033831763555e-07,9.63852724138886
"210873_x_at",-1.46886516666667,6.78668925,-6.20486551641876,8.05863359552604e-09,1.02969336722455e-07,9.62825884470197
"204619_s_at",1.09343666666667,8.67360783333333,6.18832521002562,8.72604890470495e-09,1.10875371569775e-07,9.55067163815102
"204051_s_at",1.29208383333333,8.53262991666667,6.18806990710573,8.73676561901281e-09,1.10985748192269e-07,9.54947489438234
"204606_at",-1.17903533333333,8.37387566666667,-6.17657141661608,9.23309776433951e-09,1.16775299621851e-07,9.49560145401018
"210764_s_at",-1.26792166666667,10.70953,-6.17174480681823,9.44961341230565e-09,1.19320464969471e-07,9.4730028497896
"238116_at",-1.526492,7.01546233333333,-6.16962359307999,9.54634158990001e-09,1.2034729684754e-07,9.46307401604721
"208767_s_at",1.06880283333333,10.7839000833333,6.16724527951005,9.65595251830461e-09,1.21673013122449e-07,9.451943854446
"210170_at",-1.19708933333333,6.808055,-6.1652906730647,9.74696214133848e-09,1.22650208303264e-07,9.44279823385853
"213413_at",-1.08836433333333,7.81820583333333,-6.15706478152113,1.01393128961265e-08,1.27323594992125e-07,9.40432558491544
"209829_at",-1.27536133333333,7.29243066666667,-6.15336718114148,1.03207014000016e-08,1.2942301583603e-07,9.38704046892862
"210786_s_at",-1.41263583333333,7.07026225,-6.15250784132806,1.0363312044898e-08,1.29897773052452e-07,9.38302409380246
"228062_at",-1.108589,7.2228855,-6.13133375175746,1.14696676159025e-08,1.42783259767639e-07,9.2841525037231
"214326_x_at",-1.09783266666667,8.45792716666667,-6.13073367187793,1.15026586699464e-08,1.43161361889214e-07,9.28135302795987
"204519_s_at",-1.1061315,9.85003591666667,-6.126447201163,1.17410497224604e-08,1.45796478213837e-07,9.26136004277816
"229070_at",-1.23761216666667,7.16858691666667,-6.11938446780005,1.2144485461135e-08,1.5043039025545e-07,9.22843384722296
"237400_at",-1.01546016666667,7.37895725,-6.11372875134145,1.2477354888641e-08,1.54308839297997e-07,9.20208136192476
"206089_at",1.39942483333333,6.27907891666667,6.10902032851725,1.27613033369326e-08,1.57606564252719e-07,9.18015242184405
"218835_at",-1.967117,13.5351861666667,-6.10478257475379,1.30222959536789e-08,1.60467439997159e-07,9.16042310461579
"203708_at",-1.205324,8.755463,-6.10382748066079,1.30818388533813e-08,1.6112852879221e-07,9.15597754843362
"1555497_a_at",-1.72965733333333,10.1520063333333,-6.09561213621233,1.36051848695957e-08,1.67235495221481e-07,9.11775362999265
"221577_x_at",1.56786116666667,8.71082975,6.09135849826179,1.3884192388692e-08,1.70435163639815e-07,9.09797311131447
"205922_at",-1.18464966666667,7.42662833333333,-6.08273315104759,1.44673370992346e-08,1.76957864854732e-07,9.05788522323128
"1554980_a_at",-1.142916,7.80360733333333,-6.0632203685731,1.58768940786955e-08,1.92818565915743e-07,8.96730612334957
"204779_s_at",1.09185966666667,8.22989533333333,6.06005329647746,1.61180728988961e-08,1.95357046275138e-07,8.95261890651485
"218876_at",-1.31161016666667,9.58160291666667,-6.04283149471911,1.74939643170845e-08,2.10400901679849e-07,8.87282419009469
"242871_at",-1.08360283333333,7.72805025,-6.04188237940222,1.75730602196877e-08,2.1116638846405e-07,8.86843009471412
"227688_at",-1.09636016666667,6.60017541666667,-6.03416834521174,1.82290959691013e-08,2.18234250516885e-07,8.83273019294304
"214724_at",-1.0258135,8.50126775,-6.03208766800423,1.84101304808781e-08,2.20064250993006e-07,8.8231051361618
"210258_at",-1.36765916666667,6.53366975,-6.02705968471356,1.88549299462965e-08,2.24742379510304e-07,8.79985333836585
"223809_at",-1.26603016666667,7.09214108333333,-6.01263936309786,2.01900426609723e-08,2.39819809360995e-07,8.73322409436952
"223597_at",-1.396875,6.35076716666667,-6.00990357471992,2.04536235442114e-08,2.42687037170087e-07,8.7205929529233
"205960_at",-1.67390583333333,6.66010041666667,-6.00763386877621,2.06748638599842e-08,2.44886954407416e-07,8.71011604270037
"1556003_a_at",-1.0599915,6.13196508333333,-6.00450088805507,2.09841204286282e-08,2.48334801825811e-07,8.69565774659856
"226701_at",-1.1322905,8.01109475,-5.99780026694392,2.16608776772155e-08,2.55348962268598e-07,8.66474878348301
"203559_s_at",1.37981266666667,5.395197,5.9889045731876,2.25925686074079e-08,2.65188640749255e-07,8.62374281364616
"213226_at",1.02422883333333,6.08736875,5.98504369610242,2.30090891719275e-08,2.69326043775452e-07,8.60595569927801
"205422_s_at",1.09201533333333,8.72601666666667,5.98314896759722,2.32162479726467e-08,2.71576456547809e-07,8.59722890934921
"223423_at",1.08262866666667,9.49801133333333,5.98202561166183,2.33399335427505e-08,2.72906515493987e-07,8.59205562748858
"225299_at",-1.00463883333333,7.52425641666667,-5.98039115717651,2.35210500812186e-08,2.74906672336603e-07,8.58452956449954
"239594_at",1.2142525,4.86469275,5.97467682192772,2.41651851190348e-08,2.81832657078333e-07,8.5582258319895
"236028_at",1.23377616666667,4.45967008333333,5.97023043441906,2.46783548336853e-08,2.8744973381588e-07,8.53776796014297
"213060_s_at",-1.20387666666667,7.75443933333333,-5.95932261501756,2.59830402745961e-08,3.01170813443617e-07,8.48761572541234
"224358_s_at",-1.22515466666667,7.52518566666667,-5.95614625715131,2.6375542710365e-08,3.05267315344878e-07,8.47302068944991
"206522_at",-1.37219566666667,5.36862766666667,-5.95227130827853,2.68622635799012e-08,3.10440554054344e-07,8.45522138956384
"232067_at",1.0860385,6.08961808333333,5.94905354095911,2.7273134512936e-08,3.14989148604726e-07,8.44044556323182
"211354_s_at",-1.28074116666667,6.55757825,-5.945833099513,2.76905264141913e-08,3.19068394456462e-07,8.42566178367692
"209209_s_at",-1.31338583333333,8.48223308333333,-5.94505971720696,2.77916928758546e-08,3.20099180111091e-07,8.42211213475402
"211922_s_at",-1.06038383333333,9.73183091666667,-5.9368352194198,2.88902574632724e-08,3.31704079547337e-07,8.38437903108077
"204174_at",-1.1094435,11.3552519166667,-5.92056613243542,3.11904605326117e-08,3.5564930753296e-07,8.30982174141822
"209937_at",1.51747216666667,6.36527625,5.91718713994421,3.16902846589517e-08,3.60821806274091e-07,8.29435058918527
"223660_at",1.06178983333333,6.42072975,5.91620764816225,3.18366369460495e-08,3.62186459639046e-07,8.28986675897155
"1553185_at",1.17222116666667,8.51577691666667,5.91220630174334,3.24414296600545e-08,3.68147606198314e-07,8.27155395240943
"214770_at",-1.1124515,8.43794858333333,-5.91190640334012,3.2487210307248e-08,3.68590625347331e-07,8.27018169106586
"207864_at",-1.4156715,5.67639541666667,-5.90475628820005,3.35976861532162e-08,3.7981381025844e-07,8.23747576825721
"205239_at",-1.59220183333333,8.92034158333333,-5.90086310407801,3.42179181225689e-08,3.86382625640532e-07,8.21967672507349
"204179_at",1.004142,6.404871,5.89991595752265,3.43705024076294e-08,3.87785228876834e-07,8.21534748576878
"204754_at",-1.07224616666667,7.53022958333333,-5.88608009954341,3.66771039439302e-08,4.12023969207804e-07,8.15214958679393
"243509_at",-1.45527733333333,6.93256116666667,-5.87541599561399,3.85580247991539e-08,4.31292963562549e-07,8.10349480000673
"210387_at",1.413327,5.80213733333333,5.87431537115244,3.87574601329568e-08,4.33257847632266e-07,8.09847597900639
"1559333_at",-1.00633266666667,5.7287545,-5.87400106350116,3.88145989561968e-08,4.33630608485914e-07,8.09704283856021
"219232_s_at",1.05825983333333,6.51384225,5.87380534275103,3.88502213244823e-08,4.33762681420475e-07,8.0961504370282
"210004_at",-1.455413,8.84919133333333,-5.87321660631521,3.89575685254455e-08,4.34783641381656e-07,8.09346615337111
"238593_at",1.20103683333333,4.84144108333333,5.86965948120102,3.96123786006287e-08,4.41550825685907e-07,8.07725095257417
"219584_at",-1.10838466666667,7.70947583333333,-5.86469377006743,4.05445892759059e-08,4.50930719825093e-07,8.05462373612969
"210096_at",-2.00724233333333,10.978979,-5.85630610678774,4.21683426345233e-08,4.68037785940431e-07,8.01642770631076
"231084_at",-1.10689983333333,5.95643391666667,-5.84197670595406,4.50912448577454e-08,4.96848813502062e-07,7.95124383774524
"225645_at",1.00918366666667,10.4614846666667,5.83662695920633,4.62327047812286e-08,5.07177595087013e-07,7.92693070725302
"229816_at",-1.0069295,6.00063741666667,-5.82807395403708,4.81168030676318e-08,5.25430614842863e-07,7.88808530250806
"238447_at",-1.1087225,9.71734008333333,-5.82378411258425,4.90899605475723e-08,5.34660078274605e-07,7.86861392667272
"205034_at",1.03807833333333,6.1460325,5.80576503882469,5.33928925771706e-08,5.77841726377039e-07,7.78691339807741
"201497_x_at",-1.045572,11.2680756666667,-5.8025809175645,5.41908143202757e-08,5.84856449459352e-07,7.77249090271612
"204678_s_at",1.01525416666667,7.64412325,5.79872143042224,5.51736745572721e-08,5.94290909459979e-07,7.75501525598771
"202912_at",-1.12358566666667,9.511362,-5.79474860059807,5.62036622463779e-08,6.03601499375508e-07,7.73703318284551
"202936_s_at",1.1404655,7.90895925,5.79388004044307,5.6431343647122e-08,6.05808700943725e-07,7.73310276886229
"201645_at",1.19996816666667,9.99037241666667,5.7930800099821,5.66418613331232e-08,6.07710708082518e-07,7.72948275741779
"221679_s_at",-1.00071066666667,6.46434433333333,-5.79271582380201,5.67379472221766e-08,6.08502798033053e-07,7.72783496509995
"202431_s_at",-1.25503116666667,9.84180791666667,-5.79185108149738,5.69667395446681e-08,6.10196040281475e-07,7.72392259485886
"243584_at",-1.2038765,6.16651925,-5.78770258470805,5.80769899869201e-08,6.20187388190401e-07,7.70515801702838
"240861_at",1.20288716666667,6.09754625,5.78470287867527,5.88929886217715e-08,6.28473257608765e-07,7.69159436706391
"235763_at",1.45819983333333,4.38913758333333,5.78303781102666,5.9350773653738e-08,6.32677627123831e-07,7.68406719826522
"232151_at",1.02891183333333,7.94860325,5.77881166305509,6.05284195607448e-08,6.43725216783452e-07,7.66496776695308
"230193_at",1.70056116666667,6.72306375,5.77012873053642,6.30203569102569e-08,6.67629919408699e-07,7.62575117348215
"1557422_at",-1.13046616666667,6.29269691666667,-5.7633909367224,6.50231344782572e-08,6.86850826429427e-07,7.59534267035539
"229461_x_at",-1.2141455,6.67442558333333,-5.76313585815281,6.51001691808901e-08,6.87266219340638e-07,7.594191861723
"206595_at",-1.04774783333333,8.84866941666667,-5.74674714341052,7.02418177206257e-08,7.37842725048071e-07,7.52031297598669
"218717_s_at",-1.03625683333333,9.37437441666667,-5.74548197066401,7.0654902889587e-08,7.41896834163274e-07,7.51461462564711
"201149_s_at",-1.260197,9.46215116666667,-5.73428683440675,7.44155061382737e-08,7.79139754521278e-07,7.46422254369098
"206101_at",-1.06829133333333,8.74084816666667,-5.72617896874793,7.72608971504061e-08,8.06614388332719e-07,7.42776179091487
"205798_at",-1.13045916666667,10.02371625,-5.70555082808472,8.49898467885831e-08,8.78914294149003e-07,7.33513000711861
"236548_at",-1.00706233333333,5.82046633333333,-5.70048867084569,8.69994566026638e-08,8.97997978053737e-07,7.31242720193591
"203751_x_at",-1.08865666666667,8.4393695,-5.70039415995304,8.70374156468643e-08,8.98220215268461e-07,7.3120034479616
"1553186_x_at",1.13002433333333,7.64503666666667,5.69836303833462,8.78571231942416e-08,9.05653885868243e-07,7.30289757363689
"211812_s_at",-1.08874683333333,6.57023791666667,-5.69765692047065,8.81438626680317e-08,9.08438396112089e-07,7.29973235720813
"229802_at",1.38013633333333,6.93888266666667,5.69021658100351,9.12215348349658e-08,9.35845039784838e-07,7.26639419692892
"209182_s_at",-1.097245,9.23970933333333,-5.68404226480478,9.38552809102464e-08,9.6060229946981e-07,7.23874765495964
"229620_at",-1.04719116666667,6.51726308333333,-5.68188276856357,9.47939225678962e-08,9.68577409157115e-07,7.22908220057193
"1562371_s_at",-1.06962616666667,4.86272541666667,-5.67971158369975,9.57469176998533e-08,9.77401554376303e-07,7.21936655062112
"206204_at",1.235393,5.599278,5.67932533019096,9.59174363762789e-08,9.78594109698274e-07,7.21763836058925
"231240_at",1.04612516666667,5.54802158333333,5.67323320632211,9.8646611626793e-08,1.00493823191632e-06,7.19038966084736
"220269_at",-1.18709483333333,5.31052558333333,-5.67229060013783,9.90756268949227e-08,1.00855704719417e-06,7.18617509359826
"225820_at",-1.00122616666667,7.17833391666667,-5.67173976245964,9.93271795413824e-08,1.01074139985578e-06,7.18371238207291
"205242_at",2.14051366666667,6.87578116666667,5.66700479377687,1.015154826379e-07,1.02917838183333e-06,7.16254871901998
"207392_x_at",1.35424083333333,5.87534658333333,5.66572923796891,1.02113023531097e-07,1.03466077864395e-06,7.15684916376826
"219497_s_at",1.00905416666667,6.33034975,5.66548793382624,1.02226450767121e-07,1.03523452411416e-06,7.15577102941025
"1554414_a_at",-1.046633,8.10084516666667,-5.6641645416229,1.02850722154449e-07,1.04117075241521e-06,7.14985865103126
"201496_x_at",-1.20787016666667,7.88470091666667,-5.66188883438455,1.03932966106854e-07,1.05076459354517e-06,7.13969357255934
"214470_at",-1.02592716666667,8.25958858333333,-5.65990747777739,1.04884308434377e-07,1.05901192311164e-06,7.13084520565173
"1554921_a_at",-1.22100533333333,6.8203655,-5.65701824296887,1.06286875746422e-07,1.07277735488935e-06,7.11794561826217
"217889_s_at",-1.04975516666667,8.54457175,-5.64991250650968,1.09814967576501e-07,1.10552998568315e-06,7.08623671986155
"241031_at",1.25920633333333,5.29045366666667,5.64940317372606,1.10072219347178e-07,1.10791579396298e-06,7.08396473659072
"204575_s_at",-1.14397316666667,8.68471775,-5.64585011305129,1.11883283014909e-07,1.12531613297281e-06,7.06811886689952
"201325_s_at",-1.20129666666667,10.2759076666667,-5.63997055976684,1.14944527259792e-07,1.1531361519136e-06,7.0419099877679
"223217_s_at",-1.31313083333333,9.06428525,-5.63357933362291,1.18365272097283e-07,1.18549574132973e-06,7.01343815522359
"206007_at",-1.08526616666667,4.75629625,-5.63159946399005,1.19445035730982e-07,1.19477814280853e-06,7.00462195743423
"202935_s_at",1.36166866666667,7.50628516666667,5.62659032876464,1.22220143210248e-07,1.21852413020064e-06,6.98232469644849
"205342_s_at",1.26585866666667,7.02698333333333,5.61905195530809,1.26515895478024e-07,1.25836939881044e-06,6.94879065669085
"224400_s_at",-1.10072483333333,5.32970425,-5.61071509314917,1.314389526714e-07,1.30259647223287e-06,6.91173496204092
"241789_at",-1.12835666666667,7.59773733333333,-5.60816866193254,1.32979720898031e-07,1.31667262587827e-06,6.90042295359599
"206315_at",1.27638533333333,7.37536,5.59093164387895,1.43884462620373e-07,1.41084702183804e-06,6.82392957899133
"203736_s_at",-1.015225,5.68058583333333,-5.5606032653153,1.65235074066926e-07,1.59869539455126e-06,6.68967427140076
"206457_s_at",1.165412,4.83034633333333,5.54449096577463,1.77808991951027e-07,1.70946133900517e-06,6.61852391493905
"223737_x_at",-1.14366433333333,6.077696,-5.54289226933617,1.79106516591944e-07,1.72072549546029e-06,6.61147085150313
"201718_s_at",-1.02701466666667,8.0946375,-5.54252195341626,1.79408389535331e-07,1.72332285626216e-06,6.60983727780378
"1562321_at",-1.1491625,5.46305808333333,-5.53872494448665,1.82532493427379e-07,1.74994986465754e-06,6.59309125240314
"205681_at",-1.2643875,9.48708308333333,-5.52984049632414,1.90051940222056e-07,1.81472054342314e-06,6.55393444357831
"205261_at",-1.7361915,10.84779875,-5.52460532669649,1.94623838656869e-07,1.85352001020106e-06,6.53087863988338
"227742_at",1.34595066666667,9.93721866666667,5.52301553412303,1.96033391678184e-07,1.86591070507693e-06,6.52387971331131
"242137_at",-1.00607883333333,4.97622425,-5.52163315109,1.97267165451969e-07,1.87542727718421e-06,6.51779485795953
"218872_at",1.11580616666667,8.03636625,5.51874235397189,1.99871803000728e-07,1.89919896229837e-06,6.50507330752426
"218824_at",1.12263766666667,6.85597933333333,5.50725004292538,2.10563375715629e-07,1.99357210553263e-06,6.45453805134377
"214043_at",-1.04953916666667,7.30845025,-5.5054442115922,2.12293482827478e-07,2.00780940556865e-06,6.44660293024263
"213150_at",1.02060633333333,5.29259183333333,5.50221536326228,2.15421664835088e-07,2.03493080940885e-06,6.43241868784934
"223509_at",1.28485666666667,6.34468616666667,5.46797156330969,2.51500685137247e-07,2.34725369919638e-06,6.28229163414991
"236065_at",-1.489949,7.889696,-5.46518483742493,2.54684110876849e-07,2.37341976515966e-06,6.27009906524216
"206207_at",-1.408944,6.35541866666667,-5.44109597140652,2.83895629597047e-07,2.62151554605954e-06,6.16486002404794
"243296_at",-1.485707,9.7632675,-5.43450623586179,2.92441545851772e-07,2.69542169916481e-06,6.13611953989791
"232360_at",1.08037783333333,5.87493008333333,5.4198864758415,3.12308968644513e-07,2.86145236252867e-06,6.07243180681936
"205488_at",-1.02673133333333,8.57273,-5.41455388710786,3.19879155454183e-07,2.92366981351679e-06,6.04922733652423
"230601_s_at",-1.07795583333333,6.99801891666667,-5.41304204205592,3.22057818954375e-07,2.94161564506021e-06,6.04265113562355
"200879_s_at",-1.80552383333333,7.60848108333333,-5.41052187321732,3.25721819492819e-07,2.97061559312258e-06,6.03169141064705
"37512_at",-1.71867766666667,9.63001483333333,-5.40302926872078,3.36857373243045e-07,3.06144894981109e-06,5.99912576547815
"243623_at",1.294235,6.1092315,5.39930093205303,3.42536222450083e-07,3.11047466574627e-06,5.98293121025052
"1562275_at",-1.75277933333333,6.13674983333333,-5.38628707286547,3.63101147842154e-07,3.27816302151086e-06,5.92645682486367
"223484_at",1.26815183333333,8.98782558333333,5.38341256031265,3.67803640436838e-07,3.31514408850711e-06,5.91399387277489
